기업,날짜,회계연도,분기,"주당순이익
EPS(달러)","주당순자산
BPS(달러)","주당매출액
SPS(달러)","주당현금흐름
CPS(달러)","주당배당금
DPS(달러)","주가수익배수
PER(배)","주가순자산배수
PBR(배)","주가매출액배수
PSR(배)","주가현금흐름
배수 PCR(배)","자기자본이익률
ROE(%)","총자산이익률
ROA(%)","투하자본이익률
ROIC(%)",부채비율(%),유동비율(%),"이자보상
배수(배)"
PEP,22.03.19,2022,FY2Q,7.31,13.16,58.46,8.79,4.3,22.16,12.37,2.79,18.52,62.2,11.0,22.4,410.1,86.5,8.0
PEP,21.12.25,2022,FY1Q,5.49,11.61,57.51,8.41,4.25,30.82,14.63,2.95,20.21,49.8,8.3,17.5,475.1,83.1,6.0
QCOM,25.09.28,2025,FY4Q,5.01,19.35,40.41,12.78,3.48,32.95,8.61,4.12,13.03,21.5,10.3,33.9,136.5,281.6,19.0
QCOM,25.06.29,2025,FY3Q,10.36,24.92,39.61,11.6,3.44,15.04,6.4,4.02,13.75,42.8,21.0,32.1,101.6,319.4,18.0
QCOM,25.03.30,2025,FY2Q,9.81,25.12,38.3,11.63,3.4,15.3,6.09,4.0,13.15,41.8,20.2,31.3,99.7,273.3,17.0
QCOM,24.12.29,2025,FY1Q,9.35,24.22,36.66,12.47,3.35,16.55,6.5,4.29,12.62,41.3,19.5,30.4,106.8,261.9,16.0
QCOM,24.09.29,2024,FY4Q,8.97,23.54,34.91,10.93,3.3,18.69,7.21,4.86,15.53,41.2,19.0,28.8,109.9,240.2,14.0
QCOM,24.06.23,2024,FY3Q,7.72,22.11,33.47,12.23,3.25,27.23,9.61,6.35,17.38,37.2,16.7,25.9,113.8,239.4,13.0
QCOM,24.03.24,2024,FY2Q,7.44,21.91,32.59,11.86,3.2,22.64,7.76,5.21,14.33,37.4,16.3,24.7,117.3,265.0,12.0
QCOM,23.12.24,2024,FY1Q,6.9,20.66,32.52,9.99,3.15,20.57,6.93,4.4,14.32,36.5,15.5,22.6,126.1,255.6,12.0
QCOM,23.09.24,2023,FY4Q,6.42,19.32,32.07,10.12,3.1,16.62,5.57,3.36,10.64,35.8,14.6,20.8,136.5,233.3,11.0
QCOM,23.06.25,2023,FY3Q,7.63,18.54,34.6,7.76,3.05,14.67,6.11,3.28,14.6,44.6,17.5,26.1,137.1,241.9,15.0
QCOM,23.03.26,2023,FY2Q,9.32,17.65,36.8,7.97,3.0,13.2,7.06,3.39,15.64,58.1,21.7,32.5,145.5,242.5,23.0
QCOM,22.12.25,2023,FY1Q,10.37,16.77,38.29,9.03,2.93,10.56,6.61,2.89,12.26,71.1,24.7,38.9,165.9,209.3,28.0
QCOM,22.09.25,2022,FY4Q,11.37,16.04,39.36,8.1,2.86,10.52,7.56,3.08,14.96,88.1,28.3,45.8,172.1,174.7,32.0
QCOM,22.06.26,2022,FY3Q,11.28,14.3,37.56,7.78,2.79,10.89,8.73,3.33,16.06,101.5,29.3,48.4,193.0,160.6,31.0
QCOM,22.03.27,2022,FY2Q,9.76,11.85,34.9,8.18,2.72,15.96,13.36,4.53,19.34,104.3,26.7,45.4,232.4,160.9,23.0
QCOM,21.12.26,2022,FY1Q,8.72,10.08,32.06,8.38,2.69,20.5,18.06,5.68,21.73,108.3,25.0,41.7,277.8,164.8,20.0
T,25.09.30,2025,FY4Q,3.08,15.47,17.4,5.71,1.11,9.11,1.82,1.62,4.94,20.9,5.5,11.2,267.8,101.3,4.0
T,25.06.30,2025,FY3Q,1.76,14.6,17.2,5.68,1.11,16.44,1.98,1.68,5.09,12.2,3.2,8.2,269.9,80.9,3.0
T,25.03.31,2025,FY2Q,1.63,14.38,17.04,5.58,1.11,17.28,1.96,1.65,5.04,11.3,3.0,7.8,267.6,70.4,3.0
T,24.12.31,2025,FY1Q,1.49,14.55,17.05,5.4,1.11,15.2,1.57,1.34,4.21,10.3,2.7,7.4,265.0,66.5,3.0
T,24.09.30,2024,FY4Q,1.23,14.21,16.95,5.31,1.11,17.82,1.54,1.29,4.12,8.5,2.2,6.6,271.1,73.3,3.0
T,24.06.30,2024,FY3Q,1.74,14.64,16.98,5.33,1.11,10.94,1.3,1.12,3.57,12.0,3.1,7.7,264.6,70.4,3.0
T,24.03.31,2024,FY2Q,1.86,14.54,17.01,5.45,1.11,9.39,1.2,1.03,3.21,13.0,3.3,8.0,268.6,67.9,3.0
T,23.12.31,2024,FY1Q,1.97,14.45,17.12,5.36,1.11,8.45,1.16,0.98,3.13,13.9,3.5,8.4,280.4,71.3,3.0
T,23.09.30,2023,FY4Q,-1.48,14.43,16.95,5.18,1.11,-9.33,1.04,0.88,2.88,-11.4,-2.8,-0.3,278.5,68.9,0.0
T,23.06.30,2023,FY3Q,-1.16,14.19,16.91,5.15,1.11,-12.7,1.12,0.94,3.08,-8.5,-2.2,0.4,286.9,67.7,0.0
T,23.03.31,2023,FY2Q,-1.21,13.87,16.9,4.6,1.11,-14.74,1.38,1.13,4.16,-8.5,-2.2,0.2,294.3,51.4,-1.0
T,22.12.31,2023,FY1Q,-1.13,13.68,16.94,4.49,1.35,-15.04,1.35,1.09,4.1,-6.9,-1.9,0.4,304.0,58.9,-1.0
T,22.09.30,2022,FY4Q,2.7,17.11,16.85,4.61,1.6,5.51,0.89,0.91,3.32,13.8,4.0,8.7,234.0,61.8,3.0
T,22.06.30,2022,FY3Q,2.7,16.42,16.99,4.57,1.84,7.61,1.27,1.23,4.58,12.8,3.8,8.5,247.2,70.1,3.0
T,22.03.31,2022,FY2Q,2.36,23.53,17.8,5.26,2.08,9.85,1.0,1.32,4.47,10.4,3.1,7.3,231.1,93.2,4.0
T,21.12.31,2022,FY1Q,2.73,23.29,18.77,5.88,2.08,8.84,1.06,1.31,4.19,12.1,3.6,8.2,221.1,160.8,4.0
UBER,25.09.30,2025,FY4Q,7.77,13.5,23.8,4.3,0.0,12.28,7.26,4.12,22.79,70.6,29.8,19.3,121.5,115.4,10.0
UBER,25.06.30,2025,FY3Q,5.86,10.81,22.63,4.2,0.0,15.45,8.63,4.12,22.2,62.4,24.4,21.5,143.2,111.2,10.0
UBER,25.03.31,2025,FY2Q,5.7,10.5,21.69,3.84,0.0,12.39,6.93,3.35,18.92,69.5,25.5,21.9,136.1,102.0,8.0
UBER,24.12.31,2025,FY1Q,4.56,10.29,21.0,3.41,0.0,12.89,5.89,2.89,17.8,66.0,22.0,16.6,133.4,106.7,5.0
UBER,24.09.30,2024,FY4Q,2.02,7.03,19.96,2.95,0.0,35.87,10.68,3.76,25.43,35.6,10.5,20.7,206.9,141.5,5.0
UBER,24.06.30,2024,FY3Q,0.92,5.9,19.15,2.4,0.0,75.52,12.3,3.79,30.22,18.3,5.2,11.9,224.5,121.0,3.0
UBER,24.03.31,2024,FY2Q,0.63,5.32,18.57,2.11,0.0,115.01,14.46,4.14,36.38,13.8,3.7,10.0,245.1,120.8,3.0
UBER,23.12.31,2024,FY1Q,0.87,5.53,18.31,1.76,0.0,67.15,11.26,3.4,35.34,20.5,5.3,13.5,231.3,119.5,2.0
UBER,23.09.30,2023,FY4Q,0.52,4.58,17.58,1.23,0.0,89.25,10.04,2.61,37.32,12.8,3.1,9.0,271.7,113.5,1.0
UBER,23.06.30,2023,FY3Q,-0.19,4.28,17.27,0.98,0.0,-233.61,10.08,2.5,44.04,-5.0,-1.2,1.9,279.8,123.5,-1.0
UBER,23.03.31,2023,FY2Q,-1.7,3.74,16.84,0.61,0.0,-18.91,8.49,1.88,51.67,-48.6,-10.6,-16.4,316.7,105.9,-3.0
UBER,22.12.31,2023,FY1Q,-4.65,3.72,16.16,0.33,0.0,-5.4,6.72,1.55,76.83,-125.4,-28.8,-54.9,321.6,104.5,-3.0
UBER,22.09.30,2022,FY4Q,-4.52,3.16,14.68,0.39,0.0,-5.93,8.4,1.81,67.35,-97.5,-26.5,-49.7,379.6,103.9,-4.0
UBER,22.06.30,2022,FY3Q,-5.19,3.39,13.01,0.49,0.0,-3.99,6.03,1.57,41.81,-91.6,-28.9,-51.8,352.1,97.8,-4.0
UBER,22.03.31,2022,FY2Q,-3.28,4.56,10.96,0.09,0.0,-11.04,7.82,3.26,385.28,-49.1,-17.5,-31.6,257.9,100.2,-6.0
UBER,21.12.31,2022,FY1Q,-0.29,7.64,9.22,-0.24,0.0,-164.01,5.63,4.66,-182.81,-3.5,-1.4,-2.2,162.0,97.7,-8.0
ABBV,25.09.30,2025,FY4Q,1.32,-1.49,33.72,11.79,6.47,171.29,-,6.86,19.61,497.5,1.8,6.3,-,72.5,4.0
ABBV,25.06.30,2025,FY3Q,2.1,-0.1,32.99,10.91,6.38,87.13,-,5.62,17.0,142.1,2.7,8.4,-,73.6,4.0
ABBV,25.03.31,2025,FY2Q,2.35,0.8,32.45,9.28,6.29,88.17,260.48,6.45,22.55,95.6,3.0,9.2,9486.1,76.0,4.0
ABBV,24.12.31,2025,FY1Q,2.39,1.88,31.85,10.63,6.2,73.4,94.44,5.57,16.7,70.9,3.0,9.1,3963.8,66.0,4.0
ABBV,24.09.30,2024,FY4Q,2.88,3.41,31.39,9.33,6.13,68.1,57.83,6.28,21.13,65.7,3.6,14.6,2277.0,64.5,7.0
ABBV,24.06.30,2024,FY3Q,3.0,3.83,31.11,10.54,6.06,56.73,44.69,5.51,16.25,57.3,3.8,14.3,1993.4,80.7,7.0
ABBV,24.03.31,2024,FY2Q,3.37,4.53,30.75,12.82,5.99,53.68,40.17,5.91,14.18,55.3,4.3,15.2,1758.8,93.6,8.0
ABBV,23.12.31,2024,FY1Q,2.72,5.86,30.72,12.92,5.92,56.26,26.41,5.04,11.98,40.0,3.6,13.2,1199.9,87.2,8.0
ABBV,23.09.30,2023,FY4Q,3.66,6.84,31.2,14.44,5.85,40.39,21.75,4.77,10.31,47.0,4.8,15.8,1026.1,95.5,8.0
ABBV,23.06.30,2023,FY3Q,4.87,7.28,31.71,14.46,5.78,27.37,18.48,4.24,9.31,58.5,6.3,19.3,951.9,89.5,9.0
ABBV,23.03.31,2023,FY2Q,4.24,7.5,32.06,13.69,5.71,37.18,21.24,4.97,11.64,49.6,5.4,16.6,913.4,96.0,8.0
ABBV,22.12.31,2023,FY1Q,6.63,9.74,32.78,14.08,5.64,24.15,16.57,4.92,11.46,73.8,8.4,22.9,704.3,96.4,9.0
ABBV,22.09.30,2022,FY4Q,7.49,9.03,32.65,12.76,5.53,17.7,14.84,4.1,10.5,86.0,9.3,24.4,783.4,92.8,8.0
ABBV,22.06.30,2022,FY3Q,7.06,8.28,32.4,12.95,5.42,21.42,18.47,4.72,11.81,84.4,8.7,22.5,876.9,84.4,8.0
ABBV,22.03.31,2022,FY2Q,6.97,9.19,32.03,12.88,5.31,22.98,17.61,5.06,12.57,86.3,8.5,21.6,779.3,81.5,8.0
ABBV,21.12.31,2022,FY1Q,6.45,8.71,31.75,12.87,5.2,20.74,15.54,4.26,10.51,83.6,7.8,19.8,850.8,79.4,8.0
AMD,25.09.27,2025,FY4Q,2.02,37.39,19.7,3.94,0.0,78.28,4.26,8.08,40.38,5.6,4.5,16.5,26.5,230.8,25.0
AMD,25.06.28,2025,FY3Q,1.74,36.76,18.24,3.0,0.0,82.28,3.91,7.88,47.81,4.9,4.0,14.2,25.4,249.1,23.0
AMD,25.03.29,2025,FY2Q,1.36,35.73,17.13,2.14,0.0,75.11,2.89,6.03,48.36,3.9,3.2,17.0,23.6,280.3,31.0
AMD,24.12.28,2025,FY1Q,1.0,35.54,15.92,1.88,0.0,123.8,3.53,7.88,66.81,2.9,2.4,13.4,20.3,261.6,21.0
AMD,24.09.28,2024,FY4Q,1.12,35.18,15.0,1.31,0.0,145.67,4.67,10.95,125.29,3.2,2.7,10.4,22.2,249.8,14.0
AMD,24.06.29,2024,FY3Q,0.83,34.94,14.39,1.18,0.0,193.64,4.64,11.26,136.84,2.4,2.0,7.6,20.1,281.9,8.0
AMD,24.03.30,2024,FY2Q,0.69,34.75,14.1,1.05,0.0,261.32,5.19,12.79,171.35,2.0,1.6,5.8,20.8,263.9,5.0
AMD,23.12.30,2024,FY1Q,0.53,34.63,14.05,1.03,0.0,278.85,4.26,10.5,142.86,1.5,1.3,4.6,21.5,250.7,4.0
AMD,23.09.30,2023,FY4Q,0.11,34.02,13.68,1.15,0.0,798.67,3.02,7.51,89.65,0.4,0.3,0.8,23.0,218.8,-1.0
AMD,23.07.01,2023,FY4Q,-0.03,34.2,13.57,1.49,0.0,-7337.45,3.33,8.39,76.53,-,-,-1.9,23.3,218.0,-4.0
AMD,23.04.01,2023,FY3Q,0.22,33.95,14.32,1.9,0.0,399.83,2.89,6.85,51.68,0.7,0.6,2.4,23.7,238.1,2.0
AMD,22.12.31,2023,FY1Q,0.84,35.07,15.12,2.28,0.0,79.12,1.91,4.43,29.29,2.4,2.0,12.6,23.4,235.8,14.0
AMD,22.09.24,2022,FY4Q,1.66,33.77,14.14,2.37,0.0,48.27,2.01,4.81,28.72,5.3,4.2,29.0,24.3,215.5,34.0
AMD,22.06.25,2022,FY3Q,2.37,34.1,13.34,2.29,0.0,45.08,2.56,6.54,38.1,10.0,7.9,48.6,22.4,243.7,69.0
AMD,22.03.26,2022,FY2Q,2.68,39.72,13.55,2.6,0.0,42.3,2.59,7.6,39.67,17.6,13.4,61.7,20.9,239.5,104.0
AMD,21.12.25,2022,FY1Q,2.57,6.18,13.55,2.9,0.0,55.81,23.54,10.74,50.12,44.9,28.5,65.7,65.7,202.4,107.0
BAC,25.09.30,2025,FY4Q,3.66,40.74,14.37,8.23,1.06,13.53,1.26,3.56,6.22,9.5,0.8,0.9,1019.1,-,-
BAC,25.06.30,2025,FY3Q,3.41,39.52,13.79,-2.99,1.04,13.4,1.19,3.41,-15.72,9.0,0.8,0.9,1048.6,-,-
BAC,25.03.31,2025,FY2Q,3.35,38.5,13.47,0.59,1.02,12.04,1.07,3.07,69.75,8.9,0.8,0.9,1033.2,-,-
BAC,24.12.31,2025,FY1Q,3.21,37.62,12.97,-1.12,1.0,13.22,1.14,3.31,-38.3,8.6,0.8,0.9,1003.5,-,-
BAC,24.09.30,2024,FY4Q,2.76,37.93,12.6,-0.26,0.98,14.03,1.04,3.13,-154.34,7.5,0.7,0.8,1021.1,-,-
BAC,24.06.30,2024,FY3Q,2.85,37.21,12.45,5.96,0.96,13.62,1.06,3.16,6.61,7.8,0.7,0.8,1008.6,-,-
BAC,24.03.31,2024,FY2Q,2.9,36.84,12.32,5.11,0.94,12.78,1.02,3.04,7.33,8.1,0.7,0.9,1015.2,-,-
BAC,23.12.31,2024,FY1Q,3.08,36.33,12.28,5.6,0.92,10.72,0.91,2.7,5.92,8.7,0.8,0.9,990.4,-,-
BAC,23.09.30,2023,FY4Q,3.57,35.81,12.62,5.4,0.9,7.52,0.76,2.15,5.03,10.3,0.9,1.1,998.4,-,-
BAC,23.06.30,2023,FY3Q,3.48,35.24,12.5,5.55,0.88,8.1,0.81,2.28,5.12,10.2,0.9,1.1,1002.4,-,-
BAC,23.03.31,2023,FY2Q,3.33,34.74,12.15,3.45,0.87,8.46,0.82,2.34,8.23,9.9,0.9,1.1,1040.2,-,-
BAC,22.12.31,2023,FY1Q,3.19,33.67,11.7,-0.78,0.86,10.21,0.97,2.8,-42.0,9.6,0.8,1.0,1016.9,-,-
BAC,22.09.30,2022,FY4Q,3.16,33.24,11.41,0.9,0.85,9.38,0.9,2.62,33.12,9.6,0.8,1.0,1040.1,-,-
BAC,22.06.30,2022,FY3Q,3.2,33.14,11.17,0.49,0.84,9.44,0.93,2.76,63.22,9.9,0.8,1.0,1056.2,-,-
BAC,22.03.31,2022,FY2Q,3.5,32.77,11.0,-0.04,0.81,11.24,1.25,3.72,-1127.58,10.9,0.9,1.1,1114.6,-,-
BAC,21.12.31,2022,FY1Q,3.57,31.8,10.49,-0.85,0.78,11.92,1.35,4.09,-50.62,11.2,1.0,1.2,1073.6,-,-
COST,25.08.31,2025,FY4Q,18.21,65.69,619.92,30.03,4.92,51.65,14.34,1.52,31.37,30.5,10.8,33.7,164.4,103.4,67.0
COST,25.05.11,2025,FY3Q,17.63,61.1,605.41,27.99,4.78,57.03,16.49,1.66,35.99,31.1,10.7,32.8,178.3,101.5,64.0
COST,25.02.16,2025,FY2Q,17.13,57.61,594.81,26.95,4.64,62.43,18.6,1.8,39.77,31.9,10.7,32.1,186.3,99.7,60.0
COST,24.11.24,2025,FY1Q,17.03,55.07,582.91,22.41,19.5,56.38,17.47,1.65,42.94,33.4,10.9,31.5,200.1,98.0,57.0
COST,24.09.01,2024,FY4Q,16.56,53.21,573.2,25.54,19.36,53.7,16.75,1.56,34.89,31.9,10.6,31.6,195.6,96.6,55.0
COST,24.05.12,2024,FY3Q,16.14,49.05,571.52,27.27,19.22,48.67,16.04,1.38,28.84,30.6,10.4,31.7,211.9,94.1,51.0
COST,24.02.18,2024,FY2Q,15.29,46.77,560.56,23.99,19.08,47.29,15.48,1.29,30.17,28.4,9.9,30.0,219.5,92.7,50.0
COST,23.11.26,2024,FY1Q,14.67,58.91,553.49,29.54,3.96,40.18,10.01,1.07,19.97,26.7,9.4,29.5,182.0,109.0,51.0
COST,23.09.03,2023,FY4Q,14.16,56.46,545.88,24.94,3.84,38.33,9.63,1.0,21.79,27.1,9.4,27.9,175.3,106.8,51.0
COST,23.05.07,2023,FY3Q,13.5,53.1,530.5,22.19,3.72,36.89,9.39,0.94,22.47,27.1,9.1,26.3,183.2,108.1,52.0
COST,23.02.12,2023,FY2Q,13.61,51.35,528.05,21.48,3.6,36.67,9.73,0.95,23.27,28.5,9.3,26.8,193.2,105.6,53.0
COST,22.11.20,2023,FY1Q,13.23,48.38,520.52,15.19,3.49,39.39,10.8,1.0,34.37,28.9,9.2,26.5,207.5,103.3,51.0
COST,22.08.28,2022,FY4Q,13.14,46.53,511.56,16.66,3.38,40.31,11.41,1.04,31.87,29.8,9.2,26.9,210.8,102.2,49.0
COST,22.05.08,2022,FY3Q,12.7,45.0,490.28,17.64,3.27,39.52,11.17,1.03,28.51,29.9,9.0,26.6,217.0,103.7,47.0
COST,22.02.13,2022,FY2Q,12.41,43.77,473.87,22.39,3.16,41.0,11.64,1.08,22.76,30.7,9.0,26.1,222.0,103.2,45.0
COST,21.11.21,2022,FY1Q,11.63,41.64,458.04,21.58,13.07,45.66,12.77,1.16,24.65,30.3,8.8,24.3,244.5,101.5,41.0
JNJ,25.09.28,2025,FY4Q,10.35,32.93,38.28,10.05,5.08,17.23,5.46,4.7,17.88,32.7,13.2,47.0,143.2,107.4,26.0
JNJ,25.06.29,2025,FY3Q,9.35,32.61,37.66,9.57,5.02,16.18,4.67,4.05,15.92,30.4,12.2,43.2,146.4,100.6,25.0
JNJ,25.03.30,2025,FY2Q,8.99,32.45,37.11,10.3,4.96,18.07,5.05,4.41,15.9,29.9,11.9,44.3,147.9,125.7,26.0
JNJ,24.12.29,2025,FY1Q,5.79,29.7,36.9,10.08,4.91,24.83,4.89,3.93,14.39,19.9,7.9,29.2,151.9,111.1,28.0
JNJ,24.09.29,2024,FY4Q,5.96,29.15,36.43,10.45,4.86,26.46,5.54,4.43,15.45,20.9,8.4,31.0,154.1,102.9,28.0
JNJ,24.06.30,2024,FY3Q,15.06,29.72,35.97,10.24,4.81,9.25,4.92,4.06,14.27,54.0,22.1,70.1,153.1,107.2,29.0
JNJ,24.03.31,2024,FY2Q,15.09,29.08,35.57,9.63,4.76,9.9,5.44,4.45,16.43,54.0,22.1,67.6,145.6,117.0,30.0
JNJ,23.12.31,2024,FY1Q,13.72,27.15,33.61,9.0,4.7,10.73,5.49,4.43,16.56,49.2,19.5,58.5,143.6,115.6,27.0
JNJ,23.10.01,2024,FY1Q,13.46,28.23,30.25,8.04,4.64,11.69,5.68,5.3,19.96,47.1,18.7,52.0,133.1,121.0,25.0
JNJ,23.07.02,2023,FY4Q,4.93,28.92,28.85,7.34,4.58,32.95,5.72,5.74,22.55,17.6,7.0,20.2,153.4,111.8,30.0
JNJ,23.04.02,2023,FY3Q,4.77,27.2,29.73,7.86,4.52,31.73,5.7,5.21,19.72,17.0,6.9,19.1,176.5,106.7,42.0
JNJ,23.01.01,2023,FY2Q,6.73,29.26,30.47,8.07,4.45,25.74,6.01,5.77,21.79,23.7,10.0,26.8,144.0,99.1,72.0
JNJ,22.10.02,2023,FY1Q,7.18,28.39,29.38,8.21,4.38,22.42,5.76,5.56,19.91,25.6,10.7,28.0,134.8,143.2,116.0
JNJ,22.07.03,2022,FY4Q,6.87,29.04,30.63,8.97,4.31,25.72,6.19,5.86,20.03,24.9,10.2,26.8,132.8,142.4,147.0
JNJ,22.04.03,2022,FY3Q,7.42,28.42,30.37,8.87,4.24,23.63,6.27,5.87,20.09,27.5,11.1,28.6,138.7,139.3,146.0
JNJ,22.01.02,2022,FY2Q,7.81,28.12,29.92,8.89,4.19,21.57,6.08,5.72,19.24,29.9,11.8,32.2,145.9,134.8,108.0
JNJ,21.10.03,2022,FY1Q,6.69,26.69,34.74,9.88,4.14,23.63,6.01,4.62,16.23,26.6,10.2,29.5,155.0,134.4,108.0
MA,25.09.30,2025,FY4Q,15.64,8.75,34.86,19.36,2.94,36.09,65.06,16.34,29.42,197.1,28.3,77.8,574.0,112.2,24.0
MA,25.06.30,2025,FY3Q,14.83,8.65,33.31,18.67,2.84,37.56,64.98,16.87,30.1,191.0,27.8,73.0,554.7,116.3,23.0
MA,25.03.31,2025,FY2Q,14.26,7.32,31.87,16.98,2.74,38.02,74.91,17.19,32.27,187.6,28.2,71.7,626.2,111.1,24.0
MA,24.12.31,2025,FY1Q,13.89,7.01,30.45,15.98,2.64,37.54,74.53,17.16,32.7,180.1,28.6,72.8,641.0,102.6,24.0
MA,24.09.30,2024,FY4Q,13.23,8.06,29.5,15.25,2.55,37.02,61.32,16.76,32.41,169.8,28.2,71.6,534.1,128.9,25.0
MA,24.06.30,2024,FY3Q,13.09,7.99,28.41,13.1,2.46,33.46,55.26,15.54,33.69,175.7,29.4,73.6,469.6,114.0,25.0
MA,24.03.31,2024,FY2Q,12.59,7.76,27.54,12.58,2.37,37.93,62.03,17.48,38.29,182.3,28.9,73.7,487.3,109.0,24.0
MA,23.12.31,2024,FY1Q,11.83,7.34,26.59,12.69,2.28,35.73,57.72,15.94,33.39,186.0,28.0,69.6,511.6,116.6,24.0
MA,23.09.30,2023,FY4Q,11.48,6.71,25.9,11.64,2.2,34.13,59.11,15.31,34.07,186.5,28.0,69.2,527.5,117.0,25.0
MA,23.06.30,2023,FY3Q,10.67,5.82,24.94,12.23,2.12,36.44,67.73,15.8,32.21,174.2,26.5,67.1,607.3,112.9,25.0
MA,23.03.31,2023,FY2Q,10.01,5.59,23.94,11.89,2.04,35.86,64.99,15.18,30.57,159.9,25.5,62.8,629.1,120.3,25.0
MA,22.12.31,2023,FY1Q,10.22,6.51,22.97,11.57,1.96,33.67,53.09,15.04,29.86,153.6,26.5,63.2,513.6,117.2,26.0
MA,22.09.30,2022,FY4Q,10.01,6.59,22.42,11.69,2.4,28.09,43.2,12.7,24.35,145.6,26.3,62.4,490.0,124.8,26.0
MA,22.06.30,2022,FY3Q,9.87,6.36,21.49,10.27,2.79,31.64,49.73,14.71,30.77,142.5,26.5,61.3,485.6,125.9,26.0
MA,22.03.31,2022,FY2Q,9.61,7.2,20.36,10.01,3.18,36.81,49.66,17.56,35.71,138.1,26.2,61.0,427.0,133.7,25.0
MA,21.12.31,2022,FY1Q,8.76,7.4,19.11,9.58,3.13,40.64,48.28,18.7,37.31,129.7,24.3,59.5,413.8,128.8,23.0
NFLX,25.09.30,2025,FY4Q,23.94,61.15,102.2,22.56,0.0,48.84,19.63,11.74,53.21,41.9,19.5,70.8,111.7,133.2,17.0
NFLX,25.06.30,2025,FY3Q,23.47,58.68,98.05,21.33,0.0,55.63,22.85,13.67,62.85,42.5,19.4,68.5,112.8,134.1,17.0
NFLX,25.03.31,2025,FY2Q,21.16,56.24,94.02,18.58,0.0,43.03,16.6,9.93,50.25,39.6,17.9,65.8,116.8,120.4,15.0
NFLX,24.12.31,2025,FY1Q,19.83,57.61,90.8,17.14,0.0,43.74,15.4,9.77,51.76,38.3,17.1,65.4,116.7,121.8,14.0
NFLX,24.09.30,2024,FY4Q,17.69,53.06,87.77,17.48,0.0,39.12,13.4,8.1,40.65,35.9,15.6,61.6,130.1,113.3,14.0
NFLX,24.06.30,2024,FY3Q,16.02,51.42,84.42,16.65,0.0,41.0,13.15,8.01,40.63,32.9,14.5,58.0,122.0,94.8,12.0
NFLX,24.03.31,2024,FY2Q,14.43,49.45,80.85,16.91,0.0,40.84,12.3,7.52,35.96,29.6,13.0,50.9,128.5,106.8,11.0
NFLX,23.12.31,2024,FY1Q,12.03,46.63,76.37,16.47,0.0,39.4,10.35,6.32,29.29,24.8,10.9,42.5,136.7,111.9,10.0
NFLX,23.09.30,2023,FY4Q,10.02,50.07,74.16,13.71,0.0,36.98,7.57,5.11,27.63,20.7,9.1,34.9,123.9,129.3,9.0
NFLX,23.06.30,2023,FY3Q,9.39,51.44,72.38,10.41,0.0,46.12,8.58,6.1,42.39,19.8,8.6,33.9,122.6,132.6,8.0
NFLX,23.03.31,2023,FY2Q,9.3,49.03,71.67,7.37,0.0,36.64,7.05,4.82,46.88,20.4,8.7,34.5,126.7,126.1,8.0
NFLX,22.12.31,2023,FY1Q,9.95,46.72,71.09,4.56,0.0,29.21,6.32,4.15,64.76,23.1,9.6,38.8,133.9,116.8,8.0
NFLX,22.09.30,2022,FY4Q,11.17,46.14,70.75,2.65,0.0,20.76,5.1,3.33,88.8,27.6,11.0,44.1,131.7,113.5,8.0
NFLX,22.06.30,2022,FY3Q,11.26,42.91,69.8,1.59,0.0,15.25,4.07,2.5,110.25,30.1,11.4,45.3,143.0,104.5,8.0
NFLX,22.03.31,2022,FY2Q,11.03,39.5,68.45,1.21,0.0,33.22,9.48,5.47,309.01,32.0,11.5,46.0,158.4,104.6,8.0
NFLX,21.12.31,2022,FY1Q,11.24,35.77,67.02,0.89,0.0,52.16,16.84,8.99,679.69,35.3,12.2,47.9,181.3,95.1,8.0
ORCL,25.08.31,2025,FY4Q,4.32,8.55,20.88,7.62,1.8,51.05,26.3,10.76,29.5,66.3,7.6,12.0,645.0,61.8,5.0
ORCL,25.05.31,2025,FY3Q,4.34,7.33,20.58,7.47,1.7,37.31,22.7,8.09,22.29,80.6,8.0,12.8,720.7,75.3,5.0
ORCL,25.02.28,2025,FY2Q,4.26,5.98,19.93,7.41,1.6,38.2,27.76,8.33,22.39,97.3,8.2,13.5,861.4,101.7,5.0
ORCL,24.11.30,2025,FY1Q,4.09,4.93,19.69,7.27,1.6,44.06,37.26,9.32,25.25,119.6,8.1,13.6,976.6,80.9,5.0
ORCL,24.08.31,2024,FY4Q,3.88,3.92,19.49,6.93,1.6,35.47,36.0,7.24,20.36,151.4,7.9,13.3,1229.2,72.0,5.0
ORCL,24.05.31,2024,FY3Q,3.71,3.17,19.3,6.81,1.6,30.77,37.01,6.08,17.25,203.6,7.6,12.7,1513.5,71.5,4.0
ORCL,24.02.29,2024,FY2Q,3.79,2.05,19.11,6.64,1.6,28.85,54.6,5.85,16.83,329.2,7.8,12.3,2327.9,84.6,4.0
ORCL,23.11.30,2024,FY1Q,3.62,1.41,18.8,6.21,1.52,31.41,82.36,6.17,18.69,829.6,7.6,11.8,3361.3,79.0,4.0
ORCL,23.08.31,2023,FY4Q,3.36,0.87,18.68,6.5,1.44,34.85,137.88,6.41,18.41,-,7.1,11.4,5646.5,87.4,4.0
ORCL,23.05.31,2023,FY3Q,3.07,0.4,18.53,6.37,1.36,33.64,266.56,5.73,16.66,-,6.5,11.1,12379.1,91.0,4.0
