기업,날짜,회계연도,분기,"주당순이익
EPS(달러)","주당순자산
BPS(달러)","주당매출액
SPS(달러)","주당현금흐름
CPS(달러)","주당배당금
DPS(달러)","주가수익배수
PER(배)","주가순자산배수
PBR(배)","주가매출액배수
PSR(배)","주가현금흐름
배수 PCR(배)","자기자본이익률
ROE(%)","총자산이익률
ROA(%)","투하자본이익률
ROIC(%)",부채비율(%),유동비율(%),"이자보상
배수(배)"
MS,24.03.31,2024,FY2Q,5.49,65.28,34.21,-12.06,3.33,17.19,1.47,2.81,-7.97,8.9,0.7,0.9,1061.7,-,-
MS,23.12.31,2024,FY1Q,5.18,60.83,33.26,-20.6,3.25,17.94,1.55,2.83,-4.56,8.6,0.7,0.9,1104.3,-,-
MS,23.09.30,2023,FY4Q,5.59,60.98,33.25,-18.34,3.18,14.61,1.37,2.51,-4.54,9.3,0.8,0.9,1104.3,-,-
MS,23.06.30,2023,FY3Q,5.68,60.57,32.85,-25.13,3.1,15.03,1.44,2.66,-3.47,9.5,0.8,1.0,1104.3,-,-
MS,23.03.31,2023,FY2Q,5.83,60.21,32.45,-10.03,3.03,15.02,1.49,2.77,-8.95,9.8,0.8,1.0,1104.3,-,-
MS,22.12.31,2023,FY1Q,6.15,59.22,31.74,-3.78,2.95,13.63,1.44,2.68,-22.46,10.5,0.9,1.1,1077.5,-,-
MS,22.09.30,2022,FY4Q,6.89,59.82,33.12,4.75,2.88,11.29,1.36,2.45,17.07,11.8,1.0,1.3,1077.5,-,-
MS,22.06.30,2022,FY3Q,7.4,58.77,33.57,10.35,2.8,10.15,1.33,2.33,7.55,12.8,1.1,1.4,1077.5,-,-
MU,25.08.28,2025,FY4Q,7.59,48.54,33.49,15.7,0.46,15.99,2.52,3.65,7.79,17.0,11.2,14.1,52.9,251.8,20.0
MU,25.05.29,2025,FY3Q,5.56,45.39,30.24,13.6,0.46,17.38,2.13,3.2,7.12,13.0,8.5,11.6,54.5,275.5,16.0
MU,25.02.27,2025,FY2Q,4.18,43.62,28.09,11.72,0.46,21.9,2.1,3.27,7.83,10.1,6.7,9.9,50.2,313.4,12.0
MU,24.11.28,2025,FY1Q,3.48,42.12,26.19,9.32,0.46,28.05,2.33,3.74,10.52,8.6,5.7,7.8,52.7,271.7,8.0
MU,24.08.29,2024,FY4Q,0.7,40.84,22.73,7.7,0.46,136.21,2.35,4.22,12.46,1.8,1.2,2.8,53.8,263.5,2.0
MU,24.05.30,2024,FY3Q,-1.42,39.95,19.31,4.83,0.46,-90.87,3.16,6.54,26.14,-3.5,-2.4,-1.9,49.8,340.9,-3.0
MU,24.02.29,2024,FY2Q,-3.45,39.74,16.59,2.62,0.46,-26.55,2.28,5.46,34.57,-8.5,-5.8,-5.8,49.8,374.4,-8.0
MU,23.11.30,2024,FY1Q,-6.28,38.99,14.71,1.83,0.46,-12.16,1.95,5.17,41.44,-15.3,-10.6,-9.8,48.7,353.2,-14.0
MU,23.08.31,2023,FY4Q,-5.34,40.37,14.22,1.43,0.46,-13.13,1.74,4.93,49.14,-12.5,-8.8,-8.4,45.6,445.8,-15.0
MU,23.06.01,2023,FY3Q,-2.66,41.5,16.61,4.65,0.46,-25.97,1.67,4.16,14.86,-6.1,-4.4,-3.9,44.7,425.8,-9.0
MU,23.03.02,2023,FY2Q,1.41,43.32,21.14,8.16,0.45,38.22,1.3,2.67,6.92,3.3,2.4,3.9,40.8,416.7,9.0
MU,22.12.01,2023,FY1Q,5.53,45.24,24.91,11.18,0.43,9.75,1.22,2.22,4.95,12.6,9.4,12.5,37.7,351.3,35.0
MU,22.09.01,2022,FY4Q,7.75,44.88,27.66,13.65,0.42,7.28,1.27,2.06,4.16,18.0,13.5,18.0,32.8,288.9,51.0
MU,22.06.02,2022,FY3Q,8.77,44.32,29.13,13.75,0.3,8.49,1.71,2.6,5.51,21.2,15.9,21.2,32.5,324.0,58.0
PG,25.09.30,2025,FY4Q,6.85,22.74,36.26,8.08,4.13,21.47,6.76,4.24,19.02,32.1,13.5,42.7,139.0,71.4,24.0
PG,25.06.30,2025,FY3Q,6.51,22.18,35.95,7.6,4.08,23.38,7.18,4.43,20.96,30.8,12.8,41.0,140.2,70.4,23.0
PG,25.03.31,2025,FY2Q,6.3,22.29,35.79,7.93,4.03,25.79,7.65,4.76,21.5,30.2,12.5,40.0,134.8,71.3,22.0
PG,24.12.31,2025,FY1Q,6.28,21.73,35.82,8.05,3.96,25.51,7.72,4.68,20.81,30.4,12.6,40.2,139.1,75.9,21.0
PG,24.09.30,2024,FY4Q,5.8,22.02,35.64,8.17,3.89,28.48,7.87,4.86,21.19,28.5,11.7,38.4,143.4,75.4,20.0
PG,24.06.30,2024,FY3Q,6.02,21.31,35.61,8.41,3.83,26.16,7.74,4.63,19.61,30.3,12.3,40.4,142.8,73.5,20.0
PG,24.03.31,2024,FY2Q,6.12,21.27,35.72,8.26,3.76,25.24,7.63,4.54,19.65,31.3,12.5,41.7,138.4,69.4,20.0
PG,23.12.31,2024,FY1Q,5.97,20.59,35.61,8.15,3.74,23.38,7.12,4.12,17.98,31.4,12.2,41.8,148.1,64.3,20.0
PG,23.09.30,2023,FY4Q,6.16,20.23,35.32,7.5,3.71,22.57,7.21,4.13,19.45,33.1,12.7,43.2,156.2,67.1,22.0
PG,23.06.30,2023,FY3Q,5.9,19.85,34.79,7.15,3.68,24.41,7.65,4.36,21.23,32.5,12.3,42.2,157.7,63.3,24.0
PG,23.03.31,2023,FY2Q,5.75,18.25,32.74,6.15,3.65,24.49,7.77,4.33,23.05,31.8,12.2,41.1,164.9,58.7,28.0
PG,22.12.31,2023,FY1Q,5.71,17.92,32.36,5.89,3.61,25.15,8.08,4.47,24.59,31.6,12.1,40.3,164.2,56.4,33.0
PG,22.09.30,2022,FY4Q,5.78,17.61,32.14,6.45,3.57,20.71,6.85,3.75,18.68,32.2,12.3,41.1,163.2,61.5,39.0
PG,22.06.30,2022,FY3Q,5.81,19.42,33.42,6.97,3.52,23.4,7.41,4.3,20.63,32.3,12.3,41.7,151.0,65.5,41.0
UNH,25.09.30,2025,FY4Q,19.16,105.73,480.31,23.13,8.62,17.78,3.27,0.72,14.92,18.6,5.7,21.7,218.7,82.3,7.0
UNH,25.06.30,2025,FY3Q,23.08,104.44,466.17,31.93,8.51,13.29,2.99,0.67,9.77,22.6,7.0,25.8,215.1,84.6,7.0
UNH,25.03.31,2025,FY2Q,23.88,104.21,449.62,31.27,8.4,21.67,5.04,1.17,16.8,23.8,7.4,27.5,215.3,84.9,8.0
UNH,24.12.31,2025,FY1Q,15.51,100.61,434.61,26.28,8.18,32.32,5.02,1.16,19.23,15.9,4.9,20.9,211.2,82.7,8.0
UNH,24.09.30,2024,FY4Q,15.37,102.42,426.76,18.03,7.96,37.71,5.71,1.37,32.44,15.9,5.0,21.9,206.1,90.8,9.0
UNH,24.06.30,2024,FY3Q,15.1,97.02,418.5,10.42,7.74,33.24,5.25,1.22,48.83,16.2,5.0,24.0,209.1,87.9,9.0
UNH,24.03.31,2024,FY2Q,16.38,94.02,411.59,15.06,7.52,29.69,5.26,1.2,32.85,18.0,5.5,28.1,216.1,85.2,10.0
UNH,23.12.31,2024,FY1Q,23.86,95.64,400.46,31.32,7.29,21.76,5.49,1.31,16.75,26.6,8.0,39.3,196.9,79.2,10.0
UNH,23.09.30,2023,FY4Q,23.04,91.25,388.75,32.1,7.06,21.54,5.53,1.3,15.71,26.6,7.9,39.7,222.6,80.5,10.0
UNH,23.06.30,2023,FY3Q,22.35,88.55,374.75,44.49,6.83,21.2,5.43,1.28,10.82,26.7,8.0,40.8,228.3,79.5,11.0
UNH,23.03.31,2023,FY2Q,21.87,87.15,360.07,39.89,6.6,21.29,5.42,1.31,11.85,27.0,8.3,39.7,237.4,80.6,12.0
UNH,22.12.31,2023,FY1Q,21.18,83.0,345.96,27.97,6.4,24.62,6.37,1.53,18.9,27.0,8.6,39.8,204.9,77.4,14.0
UNH,22.09.30,2022,FY4Q,20.42,79.84,337.03,36.32,6.2,24.31,6.33,1.5,13.91,26.6,8.6,39.3,214.5,82.2,15.0
UNH,22.06.30,2022,FY3Q,19.15,77.72,327.17,24.53,6.0,26.4,6.62,1.57,20.96,25.4,8.3,34.7,204.7,77.1,14.0
WFC,25.09.30,2025,FY4Q,6.08,56.93,26.02,-4.47,1.65,13.44,1.48,3.24,-18.89,11.1,1.0,1.1,1037.7,-,-
WFC,25.06.30,2025,FY3Q,5.84,56.03,25.28,-2.83,1.6,13.38,1.44,3.19,-28.52,10.8,1.0,1.1,992.9,-,-
WFC,25.03.31,2025,FY2Q,5.57,55.2,24.87,1.26,1.55,12.48,1.3,2.89,57.25,10.5,1.0,1.1,976.0,-,-
WFC,24.12.31,2025,FY1Q,5.37,52.28,24.02,0.89,1.5,12.57,1.31,2.84,77.06,10.3,1.0,1.2,976.3,-,-
WFC,24.09.30,2024,FY4Q,4.82,54.14,24.34,3.64,1.45,11.33,1.05,2.33,15.59,9.3,0.9,1.1,947.9,-,-
WFC,24.06.30,2024,FY3Q,4.88,51.16,24.04,6.85,1.4,11.79,1.17,2.5,8.76,9.7,0.9,1.1,998.7,-,-
WFC,24.03.31,2024,FY2Q,4.8,50.83,23.24,5.85,1.35,11.79,1.15,2.51,9.96,9.7,0.9,1.1,981.8,-,-
WFC,23.12.31,2024,FY1Q,4.83,50.36,22.39,10.94,1.3,9.94,0.96,2.16,4.43,9.9,0.9,1.1,939.5,-,-
WFC,23.09.30,2023,FY4Q,4.71,49.53,22.52,8.06,1.25,8.42,0.82,1.81,5.07,9.8,0.9,1.1,955.6,-,-
WFC,23.06.30,2023,FY3Q,4.09,48.7,21.86,7.0,1.2,10.29,0.89,1.98,6.18,8.7,0.8,1.0,940.3,-,-
WFC,23.03.31,2023,FY2Q,3.59,47.86,20.44,9.05,1.15,10.3,0.78,1.83,4.14,7.7,0.7,0.9,940.1,-,-
WFC,22.12.31,2023,FY1Q,3.27,47.36,19.54,7.11,1.1,12.53,0.87,2.12,5.82,7.0,0.7,0.8,942.6,-,-
WFC,22.09.30,2022,FY4Q,4.03,46.41,19.98,6.48,1.0,9.71,0.87,2.01,6.2,8.7,0.8,1.1,964.5,-,-
WFC,22.06.30,2022,FY3Q,4.34,46.8,19.8,2.05,0.9,8.64,0.84,1.98,19.05,9.4,0.9,1.2,958.3,-,-
AAPL,25.09.27,2025,FY4Q,7.46,4.93,27.84,7.46,1.02,33.85,51.42,9.11,34.01,164.0,32.8,51.3,387.2,89.3,-
AAPL,25.06.28,2025,FY3Q,6.59,4.42,27.42,7.28,1.01,30.25,45.62,7.35,27.66,154.9,28.9,49.6,403.6,86.8,-
AAPL,25.03.29,2025,FY2Q,6.42,4.46,26.7,7.31,1.0,33.64,49.01,8.18,29.88,151.3,28.4,47.7,395.9,82.1,-
AAPL,24.12.28,2025,FY1Q,6.3,4.43,26.24,7.18,0.99,40.18,57.87,9.76,35.68,145.3,27.9,46.0,415.4,92.3,-
AAPL,24.09.28,2024,FY4Q,6.08,3.71,25.49,7.71,0.98,36.95,60.81,8.86,29.29,137.9,27.0,44.4,540.9,86.7,-
AAPL,24.06.29,2024,FY3Q,6.57,4.36,25.22,7.39,0.97,31.68,48.42,8.38,28.57,147.2,29.7,42.5,397.1,95.3,-
AAPL,24.03.30,2024,FY2Q,6.43,4.82,24.77,7.18,0.96,26.38,35.69,6.94,23.95,148.3,29.1,41.0,354.8,103.7,-
AAPL,23.12.30,2024,FY1Q,6.42,4.78,24.87,7.51,0.95,29.67,40.41,7.76,25.72,156.0,29.4,40.7,377.1,107.3,-
AAPL,23.09.30,2023,FY4Q,6.13,3.95,24.34,7.02,0.94,27.6,43.07,6.98,24.21,160.8,28.4,38.7,467.3,98.8,-
AAPL,23.07.01,2023,FY4Q,5.95,3.84,24.46,7.2,0.93,32.2,50.62,7.95,26.98,164.9,27.7,36.9,455.9,98.2,-53.0
AAPL,23.04.01,2023,FY3Q,5.89,3.94,24.39,6.94,0.92,27.66,41.97,6.78,23.81,165.7,27.6,37.1,434.4,94.0,-81.0
AAPL,22.12.31,2023,FY1Q,5.89,3.57,24.39,6.87,0.91,21.72,36.44,5.33,18.93,163.5,27.5,37.3,511.3,93.8,-164.0
AAPL,22.09.24,2022,FY4Q,6.11,3.13,24.32,7.53,0.9,24.22,47.71,6.13,19.79,160.9,28.1,38.8,596.2,87.9,-
AAPL,22.06.25,2022,FY3Q,6.05,3.6,23.98,7.31,0.89,23.01,39.46,5.92,19.39,153.0,28.1,38.6,478.8,86.5,43.0
AAPL,22.03.26,2022,FY2Q,6.15,4.14,23.71,7.15,0.88,27.97,42.31,7.39,24.49,152.9,28.9,38.7,420.3,92.7,44.0
AAPL,21.12.25,2022,FY1Q,6.03,4.39,23.08,6.85,0.87,28.76,40.21,7.65,25.77,149.8,28.7,38.0,429.9,103.8,43.0
AMZN,25.09.30,2025,FY4Q,7.08,34.63,64.77,21.32,0.0,30.62,6.34,3.39,10.29,23.6,11.4,18.0,96.9,100.9,35.0
AMZN,25.06.30,2025,FY3Q,6.56,31.38,62.99,20.5,0.0,32.98,6.98,3.48,10.68,23.8,11.1,17.1,104.4,102.4,34.0
AMZN,25.03.31,2025,FY2Q,6.14,28.85,61.33,19.88,0.0,30.58,6.59,3.1,9.57,24.3,11.0,16.9,110.3,104.8,31.0
AMZN,24.12.31,2025,FY1Q,5.53,27.31,60.92,11.06,0.0,38.94,8.07,3.62,19.91,23.7,10.3,15.9,118.5,106.4,29.0
AMZN,24.09.30,2024,FY4Q,4.68,24.68,59.05,10.73,0.0,39.22,7.55,3.15,17.35,21.8,9.1,14.6,125.6,108.9,24.0
AMZN,24.06.30,2024,FY3Q,4.19,22.63,57.85,10.33,0.0,45.28,8.51,3.33,18.63,21.2,8.5,13.7,134.6,109.6,20.0
AMZN,24.03.31,2024,FY2Q,3.58,20.85,56.84,9.54,0.0,49.72,8.65,3.17,18.9,19.6,7.4,12.2,145.1,107.2,16.0
AMZN,23.12.31,2024,FY1Q,2.9,19.59,55.78,8.24,0.0,51.61,7.78,2.73,18.48,17.2,6.2,10.2,161.5,104.5,12.0
AMZN,23.09.30,2023,FY4Q,1.92,17.73,53.67,6.94,0.0,65.32,7.17,2.37,18.3,12.3,4.2,6.7,166.1,98.5,8.0
AMZN,23.06.30,2023,FY3Q,1.26,16.39,52.31,6.01,0.0,102.32,7.93,2.49,21.63,8.6,2.9,4.4,183.3,94.8,6.0
AMZN,23.03.31,2023,FY2Q,0.41,15.08,51.21,5.3,0.0,246.49,6.85,2.02,19.48,3.0,1.0,1.7,200.5,92.3,5.0
AMZN,22.12.31,2023,FY1Q,-0.27,14.33,50.45,4.59,0.0,-314.82,5.87,1.67,18.33,-2.0,-0.6,-1.0,216.8,94.5,5.0
AMZN,22.09.30,2022,FY4Q,1.09,13.49,49.28,3.89,0.0,101.67,8.37,2.29,29.02,8.4,2.7,3.5,211.6,93.7,6.0
AMZN,22.06.30,2022,FY3Q,1.12,12.91,47.75,3.5,0.0,93.1,8.22,2.22,30.38,8.9,2.8,4.0,219.4,95.3,8.0
AMZN,22.03.31,2022,FY2Q,2.08,13.18,46.97,3.87,0.0,77.47,12.38,3.47,42.18,16.9,5.4,7.6,206.5,96.0,10.0
AVGO,25.08.03,2025,FY4Q,3.92,15.55,12.71,5.4,2.3,71.71,18.53,22.66,53.37,27.0,11.5,34.0,126.0,149.7,7.0
AVGO,25.05.04,2025,FY3Q,2.67,14.78,12.12,4.94,2.24,74.13,13.76,16.79,41.21,18.9,7.8,30.3,136.6,107.7,6.0
AVGO,25.02.02,2025,FY2Q,2.08,14.87,11.61,4.53,2.17,102.97,14.86,19.02,48.79,14.8,6.0,25.4,136.9,100.4,5.0
AVGO,24.11.03,2025,FY1Q,1.23,14.64,11.15,4.32,2.11,133.83,11.66,15.3,39.52,8.6,3.4,18.8,144.8,117.4,3.0
AVGO,24.08.04,2024,FY4Q,1.15,14.08,10.04,4.11,2.04,131.4,10.2,14.3,34.89,8.9,3.4,20.0,155.8,103.8,4.0
AVGO,24.05.05,2024,FY3Q,2.32,15.06,9.18,4.08,1.97,57.66,8.47,13.9,31.27,22.1,8.3,23.0,150.4,125.4,5.0
AVGO,24.02.04,2024,FY2Q,2.7,15.56,8.6,4.18,1.91,49.27,8.16,14.75,30.38,33.6,11.8,28.7,153.1,133.5,7.0
AVGO,23.10.29,2024,FY1Q,3.3,5.78,8.63,4.36,1.84,24.57,14.43,9.66,19.13,61.6,19.5,39.0,203.7,281.5,10.0
AVGO,23.07.30,2023,FY4Q,3.25,5.35,8.59,4.32,1.79,26.77,16.82,10.47,20.81,61.6,19.2,38.3,224.3,249.6,10.0
AVGO,23.04.30,2023,FY3Q,3.2,5.3,8.44,4.23,1.74,19.26,11.87,7.45,14.89,61.0,18.8,37.9,225.7,237.9,10.0
AVGO,23.01.29,2023,FY2Q,2.97,5.58,8.23,4.14,1.69,19.6,10.6,7.18,14.29,57.4,17.4,36.1,213.1,251.7,9.0
AVGO,22.10.30,2023,FY1Q,2.65,5.55,8.12,4.09,1.64,17.07,8.43,5.77,11.44,51.3,15.5,33.4,222.6,262.4,8.0
AVGO,22.07.31,2022,FY4Q,2.32,5.16,7.82,3.88,1.59,22.01,10.36,6.83,13.78,43.8,13.5,30.1,241.5,232.2,7.0
AVGO,22.05.01,2022,FY3Q,2.02,5.14,7.35,3.63,1.54,26.23,10.8,7.55,15.28,37.0,11.6,26.3,242.0,214.3,6.0
AVGO,22.01.30,2022,FY2Q,1.76,5.58,6.92,3.43,1.49,30.71,10.07,8.11,16.36,31.3,10.0,23.1,218.7,244.0,6.0
AVGO,21.10.31,2022,FY1Q,1.5,6.09,6.7,3.36,1.44,34.0,8.77,7.97,15.9,26.5,8.5,20.3,202.6,264.1,5.0
BRK.B,25.09.30,2025,FY4Q,31.27,322.95,185.29,28.57,0.0,16.11,1.56,2.71,27.59,10.1,5.7,7.8,75.3,-,17.0
BRK.B,25.06.30,2025,FY3Q,29.17,309.37,183.93,20.41,0.0,16.67,1.57,2.64,38.26,9.7,5.4,7.3,73.9,-,16.0
BRK.B,25.03.31,2025,FY2Q,37.52,303.39,192.74,23.11,0.0,14.2,1.76,2.76,37.15,12.8,7.1,9.4,77.6,-,20.0
BRK.B,24.12.31,2025,FY1Q,41.27,300.91,196.58,23.02,0.0,10.99,1.51,2.31,31.98,14.5,7.9,10.6,77.3,-,22.0
BRK.B,24.09.30,2024,FY4Q,49.46,292.0,210.25,30.45,0.0,9.28,1.58,2.19,24.56,18.1,9.7,12.9,81.9,-,27.0
BRK.B,24.06.30,2024,FY3Q,31.4,278.93,186.76,39.82,0.0,12.93,1.46,2.18,16.8,12.0,6.4,8.5,83.2,-,17.0
BRK.B,24.03.31,2024,FY2Q,33.84,264.21,189.98,38.94,0.0,12.39,1.59,2.21,17.81,13.4,7.0,9.3,86.1,-,19.0
BRK.B,23.12.31,2024,FY1Q,44.27,257.85,201.83,37.58,0.0,8.07,1.38,1.77,15.78,18.1,9.3,12.4,88.9,-,25.0
BRK.B,23.09.30,2023,FY4Q,35.07,240.56,183.94,34.47,0.0,9.97,1.46,1.9,16.96,15.0,7.7,10.2,92.4,-,20.0
BRK.B,23.06.30,2023,FY3Q,39.68,246.66,183.53,33.26,0.0,8.61,1.38,1.86,17.31,17.6,8.9,11.8,90.7,-,23.0
BRK.B,23.03.31,2023,FY2Q,3.38,229.67,129.91,30.13,0.0,94.67,1.34,2.38,17.3,1.5,0.8,1.2,95.3,-,2.0
BRK.B,22.12.31,2023,FY1Q,-10.33,214.8,106.23,28.67,0.0,-29.91,1.44,2.91,18.23,-4.8,-2.4,-2.9,98.6,-,-6.0
BRK.B,22.09.30,2022,FY4Q,-0.85,206.79,115.33,26.76,0.0,-559.54,1.29,2.32,16.88,-0.2,-0.1,-,96.3,-,0.0
BRK.B,22.06.30,2022,FY3Q,5.01,208.89,120.5,27.38,0.0,49.86,1.31,2.27,17.11,2.5,1.3,1.8,95.4,-,4.0
BRK.B,22.03.31,2022,FY2Q,37.12,230.68,160.39,28.6,0.0,9.28,1.53,2.2,21.04,17.1,8.9,12.0,89.1,-,26.0
BRK.B,21.12.31,2022,FY1Q,39.7,226.22,158.53,30.23,0.0,7.44,1.32,1.89,16.97,19.0,9.8,13.3,87.7,-,28.0
GOOGL,25.09.30,2025,FY4Q,10.13,31.99,31.87,12.52,0.82,23.66,7.6,7.63,19.42,35.0,25.3,40.9,38.7,174.7,253.0
GOOGL,25.06.30,2025,FY3Q,9.38,29.91,30.61,11.02,0.81,18.5,5.89,5.76,15.99,34.3,24.9,40.1,38.3,190.4,302.0
GOOGL,25.03.31,2025,FY2Q,8.96,28.32,29.51,10.88,0.8,16.98,5.46,5.24,14.22,34.5,25.1,40.9,37.7,176.8,565.0
GOOGL,24.12.31,2025,FY1Q,8.04,26.56,28.59,10.24,0.6,23.15,7.13,6.62,18.49,32.5,23.5,38.2,38.5,183.7,419.0
GOOGL,24.09.30,2024,FY4Q,7.54,25.52,27.61,8.54,0.4,21.66,6.5,6.01,19.43,31.7,22.8,36.8,37.0,195.0,370.0
GOOGL,24.06.30,2024,FY3Q,6.97,24.34,26.56,8.5,0.2,25.68,7.49,6.86,21.43,30.5,21.6,34.7,37.9,207.9,283.0
GOOGL,24.03.31,2024,FY2Q,6.52,23.55,25.59,8.61,0.0,22.77,6.41,5.9,17.52,29.5,20.7,33.6,39.1,214.9,287.0
GOOGL,23.12.31,2024,FY1Q,5.8,22.64,24.56,8.13,0.0,23.69,6.17,5.69,17.18,27.2,19.0,31.0,42.0,209.7,274.0
GOOGL,23.09.30,2023,FY4Q,5.22,21.67,23.57,8.44,0.0,24.73,6.04,5.55,15.5,25.2,17.6,28.8,45.2,204.3,239.0
GOOGL,23.06.30,2023,FY3Q,4.73,21.04,22.8,7.81,0.0,24.93,5.69,5.25,15.33,23.5,16.5,27.3,43.4,217.2,237.0
GOOGL,23.03.31,2023,FY2Q,4.5,20.37,22.22,7.02,0.0,22.68,5.09,4.67,14.78,22.8,16.2,26.1,41.6,235.3,204.0
GOOGL,22.12.31,2023,FY1Q,4.56,19.79,21.85,7.07,0.0,19.04,4.46,4.04,12.48,23.5,16.7,26.3,42.6,237.8,210.0
GOOGL,22.09.30,2022,FY4Q,5.03,19.44,21.63,7.12,0.0,18.63,4.92,4.42,13.44,26.4,18.7,28.8,41.3,251.8,205.0
GOOGL,22.06.30,2022,FY3Q,5.37,19.39,21.12,7.21,0.0,19.93,5.62,5.16,15.11,28.6,20.3,31.4,39.1,280.9,229.0
GOOGL,22.03.31,2022,FY2Q,5.52,19.21,20.45,7.37,0.0,24.66,7.24,6.8,18.86,30.2,21.3,33.1,40.6,287.1,233.0
GOOGL,21.12.31,2022,FY1Q,5.61,18.96,19.41,6.9,0.0,25.29,7.64,7.46,20.98,31.6,22.2,34.9,42.8,292.8,227.0
JPM,25.09.30,2025,FY4Q,20.19,130.4,64.95,-43.35,5.3,15.31,2.41,4.83,-7.24,16.0,1.3,1.5,1166.0,-,-
JPM,25.06.30,2025,FY3Q,19.49,127.99,62.98,-53.29,5.05,14.61,2.26,4.59,-5.42,15.8,1.3,1.5,1175.5,-,-
JPM,25.03.31,2025,FY2Q,20.37,124.64,64.17,-49.55,4.8,11.78,1.95,3.79,-4.91,16.9,1.4,1.7,1140.1,-,-
JPM,24.12.31,2025,FY1Q,19.75,119.96,61.78,-14.62,4.6,11.87,1.96,3.8,-16.06,16.6,1.4,1.7,1061.1,-,-
JPM,24.09.30,2024,FY4Q,17.98,120.9,60.6,-45.28,4.4,11.52,1.74,3.46,-4.63,15.4,1.3,1.6,1117.4,-,-
JPM,24.06.30,2024,FY3Q,17.94,117.85,59.03,-3.58,4.25,11.12,1.71,3.41,-56.18,15.8,1.3,1.6,1116.6,-,-
JPM,24.03.31,2024,FY2Q,16.57,115.75,55.6,-10.3,4.1,11.89,1.71,3.57,-19.27,15.0,1.2,1.5,1115.2,-,-
JPM,23.12.31,2024,FY1Q,16.23,111.58,53.8,4.42,4.05,10.3,1.5,3.11,37.9,15.2,1.2,1.5,1082.0,-,-
JPM,23.09.30,2023,FY4Q,16.76,108.41,52.63,18.43,4.0,8.52,1.33,2.74,7.81,16.2,1.3,1.6,1128.3,-,-
JPM,23.06.30,2023,FY3Q,15.55,106.16,49.91,-3.18,4.0,9.23,1.36,2.89,-45.42,15.4,1.2,1.5,1137.8,-,-
JPM,23.03.31,2023,FY2Q,13.56,102.1,45.93,12.73,4.0,9.53,1.27,2.81,10.15,13.8,1.1,1.4,1135.4,-,-
JPM,22.12.31,2023,FY1Q,12.09,98.57,43.39,36.12,4.0,10.96,1.35,3.06,3.67,12.5,0.9,1.2,1154.0,-,-
JPM,22.09.30,2022,FY4Q,11.85,97.26,41.67,30.73,4.0,8.7,1.06,2.48,3.37,12.2,0.9,1.2,1210.3,-,-
JPM,22.06.30,2022,FY3Q,12.47,96.6,40.62,44.74,3.9,8.89,1.16,2.75,2.5,12.9,1.0,1.3,1242.4,-,-
JPM,22.03.31,2022,FY2Q,13.49,96.04,40.34,26.89,3.8,9.94,1.41,3.35,5.03,14.0,1.1,1.4,1283.2,-,-
JPM,21.12.31,2022,FY1Q,15.36,97.35,40.26,25.84,3.7,10.06,1.59,3.85,5.99,16.2,1.3,1.6,1172.8,-,-
LLY,25.09.30,2025,FY4Q,20.44,26.53,66.25,17.91,5.8,39.22,30.35,12.15,44.96,102.3,19.2,27.0,382.8,154.6,-
LLY,25.06.30,2025,FY3Q,15.3,20.35,59.31,12.18,5.6,53.54,40.43,13.87,67.54,88.4,16.0,22.1,451.9,127.8,-
LLY,25.03.31,2025,FY2Q,12.29,17.54,54.53,10.37,5.4,70.51,49.67,15.98,84.05,76.9,14.1,19.7,466.5,137.2,-
LLY,24.12.31,2025,FY1Q,11.71,15.76,50.01,9.79,5.2,69.2,51.64,16.27,83.11,77.3,14.6,20.2,454.1,115.4,-
LLY,24.09.30,2024,FY4Q,9.25,15.81,45.35,6.7,5.03,100.6,59.13,20.61,139.59,65.2,12.2,17.7,430.4,127.3,-
LLY,24.06.30,2024,FY3Q,8.12,15.05,43.2,5.01,4.86,117.2,63.45,22.11,190.8,60.7,11.4,17.5,429.4,111.4,-
LLY,24.03.31,2024,FY2Q,6.79,14.22,39.89,4.08,4.69,120.42,57.69,20.57,201.11,53.5,10.2,16.0,398.4,135.4,-
LLY,23.12.31,2024,FY1Q,5.8,11.97,37.91,4.71,4.52,105.6,51.37,16.22,130.51,47.4,9.1,15.2,493.3,94.3,-
LLY,23.09.30,2023,FY4Q,5.52,12.47,35.64,6.91,4.37,102.22,45.44,15.9,82.05,45.2,9.3,15.3,415.4,104.6,-
LLY,23.06.30,2023,FY3Q,7.19,12.3,32.81,6.94,4.22,68.52,40.24,15.08,71.32,60.5,12.7,19.2,394.7,112.8,-
LLY,23.03.31,2023,FY2Q,6.29,12.42,30.73,7.54,4.07,57.39,29.16,11.79,48.04,56.2,11.5,17.3,374.1,130.0,-
LLY,22.12.31,2023,FY1Q,6.9,11.81,31.65,8.41,3.92,55.66,32.64,12.18,45.82,64.7,13.1,19.5,363.5,105.2,-
LLY,22.09.30,2022,FY4Q,6.65,11.18,32.46,9.09,3.79,50.93,30.51,10.51,37.54,65.4,12.7,18.7,370.4,112.7,-
LLY,22.06.30,2022,FY3Q,6.26,9.49,32.29,8.44,3.66,54.13,36.05,10.6,40.54,65.8,11.9,17.6,449.5,109.6,-
LLY,22.03.31,2022,FY2Q,6.74,10.33,32.45,9.06,3.53,44.5,29.23,9.3,33.29,75.4,12.8,19.0,401.4,126.7,-
LLY,21.12.31,2022,FY1Q,6.12,9.9,31.22,8.12,3.4,47.34,29.43,9.33,35.87,74.2,11.7,17.4,441.6,122.6,-
